--------- beginning of main
08-05 16:46:00.808 I/ReactNativeJS(11939): [HRM-MOB] POST http://14.225.217.232:3001/api/hrm/auth/mobile/login x-company-id=(empty) Authorization=missing
08-05 16:46:35.967 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:36.649 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:37.025 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:37.027 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:37.029 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:37.029 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:37.035 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:37.038 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:37.040 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:37.275 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:37.277 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:37.286 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:37.706 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:37.708 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:37.716 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:37.725 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:37.728 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:37.734 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:38.629 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:38.856 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:39.106 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:39.536 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:39.703 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:39.786 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:40.186 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:40.187 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:40.190 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:40.191 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:40.199 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:40.201 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:40.203 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:40.409 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:40.412 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:40.520 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:41.063 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:41.065 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:41.067 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:41.069 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:41.070 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:41.073 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:41.666 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:41.938 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:42.218 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:42.702 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:42.850 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:42.942 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:43.306 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:43.307 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:43.310 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:43.310 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:43.317 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:43.321 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:43.325 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:43.757 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:43.758 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:43.818 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:44.073 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:44.076 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:44.078 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:44.084 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:44.087 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:44.093 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:44.886 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:45.048 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:45.312 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:45.721 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:45.857 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:45.947 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:46.359 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:46.361 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:46.363 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:46.365 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:46.374 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:46.375 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:46.378 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:46.585 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:46.594 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:46.608 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:46.835 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:46.836 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:46.842 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:46.847 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:46.851 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:46.853 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:47.869 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:48.144 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:48.406 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:48.812 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:48.938 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:49.032 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:49.397 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:49.398 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:49.402 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:49.404 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:49.411 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:49.414 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:49.418 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:49.763 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:49.764 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:49.825 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
